,Name,Year,Selling_price,Present_price,Km_driven,Fuel_type,Seller_type,Transmission,Owner_type
1376,Nissan Terrano,2014,226000,2148607.0,136906,Diesel,Individual,Manual,1
1377,Maruti Ciaz,2015,461000,2501107.0,97000,Diesel,Individual,Manual,2
1378,Honda Amaze,2019,411000,2426107.0,10000,Petrol,Individual,Automatic,1
1379,Honda Brio,2013,41000,1871107.0,50000,Petrol,Individual,Manual,3
1380,Maruti Esteem,2005,-129000,1616107.0,60000,Petrol,Individual,Manual,2
1381,Toyota Corolla,2011,351000,2336107.0,120000,Diesel,Individual,Manual,1
1382,Tata Indica,2010,-99000,1661107.0,120000,Petrol,Individual,Manual,2
1383,Mahindra Bolero,2010,151000,2036107.0,90000,Diesel,Individual,Manual,2
1384,Hyundai EON,2013,1000,1811107.0,120000,Petrol,Individual,Manual,1
1385,Hyundai Elite,2019,521000,2591107.0,3000,Petrol,Individual,Automatic,1
1386,Maruti Ritz,2014,151000,2036107.0,133000,Diesel,Individual,Manual,1
1387,Maruti Wagon,2016,201000,2111107.0,25000,Petrol,Individual,Manual,1
1388,Hyundai i20,2017,371000,2366107.0,35000,Petrol,Individual,Manual,1
1389,Maruti Omni,2015,-69000,1706107.0,70000,Petrol,Individual,Manual,1
1390,Maruti Alto,2016,11000,1826107.0,52000,Petrol,Individual,Manual,1
1391,Hyundai Creta,2018,601000,2711107.0,52000,Diesel,Individual,Manual,1
1392,Honda Jazz,2017,501000,2561107.0,39000,Diesel,Individual,Manual,1
1393,Tata Indica,2011,1000,1811107.0,28689,Diesel,Individual,Manual,1
1394,Tata Aria,2014,296000,2253607.0,90000,Diesel,Individual,Manual,2
1395,Ford Fiesta,2014,126000,1998607.0,80322,Diesel,Dealer,Manual,1
1396,Ford Freestyle,2019,451000,2486107.0,8000,Petrol,Individual,Manual,1
1397,Mahindra Jeep,2000,-44000,1743607.0,50000,Diesel,Individual,Manual,2
1398,Maruti 800,2007,-124000,1623607.0,90000,Petrol,Individual,Manual,2
1399,Hyundai Grand,2015,151000,2036107.0,61658,Diesel,Dealer,Manual,1
1400,Maruti Zen,2010,109000,1646107.0,50000,Petrol,Individual,Manual,3
1401,Maruti Ertiga,2016,401000,2411107.0,80000,Diesel,Individual,Manual,1
1402,Mahindra Scorpio,2010,201000,2111107.0,185000,Diesel,Individual,Manual,1
1403,Maruti Swift,2014,171000,2066107.0,57000,Diesel,Individual,Manual,2
1404,Maruti 800,2000,-149000,1586107.0,60000,Petrol,Individual,Manual,1
1405,Honda City,2004,-74000,1748607.0,120000,Petrol,Individual,Manual,2
1406,Honda CR-V,2018,1601000,4261107.0,26000,Diesel,Individual,Automatic,1
1407,Hyundai Grand,2019,451000,2536107.0,20000,Petrol,Individual,Automatic,1
1408,Maruti Ertiga,2017,601000,2761107.0,30600,Petrol,Individual,Automatic,1
1409,Volkswagen Polo,2020,603000,2764107.0,5000,Petrol,Individual,Manual,1
1410,Audi A4,2015,2101000,5011107.0,35000,Diesel,Individual,Automatic,3
1411,Hyundai Xcent,2016,231000,2206107.0,35000,Diesel,Individual,Manual,1
1412,Hyundai Verna,2017,451000,2536107.0,23000,Petrol,Individual,Manual,1
1413,Mahindra Scorpio,2004,-29000,1816107.0,120000,Diesel,Individual,Manual,1
1414,Skoda Superb,2011,251000,2236107.0,235000,Diesel,Individual,Automatic,1
1415,Maruti Alto,2013,51000,1936107.0,87000,Petrol,Individual,Manual,1
1416,Ford Ecosport,2014,351000,2386107.0,72000,Petrol,Individual,Manual,2
1417,Jaguar XF,2013,1801000,4561107.0,64000,Diesel,Individual,Automatic,2
1418,Maruti Zen,2007,-59000,1771107.0,100000,Petrol,Individual,Manual,2
1419,Chevrolet Beat,2012,-44000,1793607.0,12000,Petrol,Individual,Manual,1
1420,Hyundai Accent,2010,79000,1741107.0,67000,Petrol,Individual,Manual,3
1421,Toyota Innova,2012,88000,1991607.0,70000,Diesel,Individual,Manual,1
1422,Maruti Baleno,2016,476000,2573607.0,60000,Diesel,Individual,Manual,1
1423,Hyundai i10,2011,36000,1913607.0,74500,Petrol,Individual,Manual,2
1424,Hyundai i20,2011,101000,2011107.0,118700,Diesel,Individual,Manual,2
1425,Nissan Micra,2015,235999,2213605.5,40000,Petrol,Individual,Automatic,2
1426,Mahindra Scorpio,2004,26000,1898607.0,223660,Diesel,Individual,Automatic,3
1427,Toyota Corolla,2006,-39000,1801107.0,140000,Petrol,Individual,Manual,2
1428,Hyundai Grand,2020,401000,2461107.0,5000,Petrol,Individual,Manual,1
1429,Chevrolet Tavera,2016,271000,2266107.0,100000,Diesel,Individual,Manual,2
1430,Maruti Swift,2011,101000,2011107.0,100000,Petrol,Individual,Manual,2
1431,Maruti Baleno,2018,401000,2461107.0,2000,Petrol,Individual,Manual,1
1432,Hyundai Grand,2020,441000,2521107.0,4000,Petrol,Individual,Automatic,1
1433,Tata Indica,2006,149000,1636107.0,120000,Diesel,Individual,Manual,3
1434,Hyundai Verna,2015,401000,2461107.0,35000,Petrol,Individual,Manual,1
1435,Hyundai i10,2014,91000,1996107.0,29000,CNG,Individual,Manual,1
1436,Hyundai Verna,2015,401000,2461107.0,30000,Petrol,Individual,Manual,1
1437,Tata Manza,2012,-9000,1846107.0,120000,Diesel,Individual,Manual,1
1438,Hyundai i10,2008,39000,1801107.0,110000,Petrol,Individual,Manual,3
1439,Maruti Alto,2017,126000,2048607.0,15000,Petrol,Individual,Manual,1
1440,Mahindra Bolero,2006,1000,1861107.0,73756,Diesel,Individual,Manual,1
1441,Toyota Fortuner,2018,2601000,5761107.0,40000,Diesel,Individual,Automatic,1
1442,Chevrolet Spark,2011,74000,1748607.0,60000,Petrol,Individual,Manual,3
1443,Hyundai i10,2008,44000,1793607.0,60000,Petrol,Individual,Manual,3
1444,Hyundai i20,2015,351000,2386107.0,90000,Diesel,Individual,Manual,1
1445,Maruti Wagon,2009,69000,1756107.0,70000,Petrol,Individual,Manual,3
1446,Maruti 800,2002,-119000,1681107.0,70000,Petrol,Individual,Manual,2
1447,Toyota Etios,2015,301000,2311107.0,80000,Diesel,Individual,Manual,2
1448,Renault KWID,2019,51000,1936107.0,27000,Petrol,Individual,Manual,1
1449,Mahindra XUV500,2012,381000,2431107.0,70000,Diesel,Individual,Manual,1
1450,Daewoo Matiz,2002,-139000,1651107.0,50000,Petrol,Individual,Manual,1
1451,Toyota Etios,2012,101000,2011107.0,185000,Diesel,Individual,Manual,1
1452,Ford Figo,2014,1000,1861107.0,90000,Diesel,Individual,Manual,2
1453,Tata Hexa,2017,1001000,3361107.0,16400,Diesel,Individual,Manual,1
1454,Toyota Etios,2015,151000,2086107.0,80000,Diesel,Individual,Manual,2
1455,Mahindra XUV500,2012,401000,2461107.0,80000,Diesel,Individual,Manual,2
1456,Honda Jazz,2019,451000,2536107.0,4000,Petrol,Individual,Manual,1
1457,Maruti A-Star,2008,-79000,1741107.0,40000,Petrol,Individual,Manual,1
1458,Tata New,2010,-19000,1831107.0,120000,Diesel,Individual,Manual,2
1459,Hyundai Verna,2018,751000,2986107.0,41395,Petrol,Individual,Automatic,1
1460,Tata Manza,2012,51999,1937605.5,35000,Diesel,Individual,Manual,2
1461,Skoda Laura,2012,186000,2138607.0,52000,Diesel,Dealer,Manual,1
1462,Audi A8,2009,1051000,3436107.0,47000,Diesel,Dealer,Automatic,2
1463,Chevrolet Beat,2013,-34000,1808607.0,50000,Petrol,Individual,Manual,1
1464,Hyundai Elantra,2015,501000,2611107.0,48000,Petrol,Dealer,Manual,1
1465,Mahindra XUV500,2015,551000,2686107.0,53000,Diesel,Dealer,Manual,1
1466,Mahindra Renault,2008,-109001,1696105.5,213000,Diesel,Individual,Manual,1
1467,Datsun redi-GO,2018,91000,1996107.0,15000,Petrol,Dealer,Automatic,1
1468,Tata Nano,2014,-154000,1628607.0,7000,Petrol,Individual,Manual,2
1469,Skoda Superb,2013,476000,2573607.0,88000,Diesel,Dealer,Automatic,1
1470,Nissan Terrano,2015,331000,2356107.0,55000,Diesel,Dealer,Manual,1
1471,BMW X1,2014,1286000,3788607.0,48000,Diesel,Dealer,Automatic,1
1472,Chevrolet Enjoy,2014,126000,2048607.0,71014,Diesel,Dealer,Manual,1
1473,Honda Amaze,2015,201000,2161107.0,60000,Diesel,Dealer,Manual,1
1474,Mahindra KUV,2017,181000,2131107.0,71000,Diesel,Dealer,Manual,1
1475,Honda City,2016,551000,2686107.0,45000,Petrol,Dealer,Automatic,1
1476,Honda Brio,2017,191000,2146107.0,45000,Petrol,Dealer,Manual,1
1477,Maruti Alto,2009,-89000,1726107.0,20000,Petrol,Individual,Manual,1
1478,MG Hector,2019,1626000,4298607.0,14000,Diesel,Dealer,Manual,1
1479,Audi A4,2019,3057000,6445107.0,17000,Diesel,Dealer,Automatic,1
1480,Renault Scala,2015,171000,2116107.0,60000,Diesel,Dealer,Manual,1
1481,Chevrolet Beat,2013,11000,1876107.0,80000,Diesel,Individual,Manual,2
1482,Skoda Laura,2007,24000,1823607.0,181000,Diesel,Individual,Manual,3
1483,Hyundai Verna,2012,376000,2423607.0,89550,Diesel,Individual,Manual,2
1484,Mahindra Xylo,2010,121000,2041107.0,90000,Diesel,Individual,Manual,3
1485,Maruti Swift,2010,81000,1981107.0,149500,Diesel,Individual,Manual,3
1486,Renault Duster,2013,301000,2311107.0,190000,Diesel,Individual,Manual,2
1487,Ford Fiesta,2013,181000,2131107.0,83000,Diesel,Dealer,Manual,1
1488,Maruti 800,2005,-79000,1741107.0,20000,Petrol,Individual,Manual,2
1489,Maruti Eeco,2018,196000,2153607.0,20000,Petrol,Individual,Manual,1
1490,Skoda Laura,2010,161000,2101107.0,160000,Diesel,Individual,Manual,1
1491,Nissan Terrano,2015,252000,2237607.0,100000,Diesel,Individual,Manual,1
1492,Chevrolet Spark,2010,-24000,1823607.0,45000,Petrol,Individual,Manual,2
1493,Chevrolet Spark,2009,-29000,1816107.0,44800,Petrol,Individual,Manual,2
1494,Hyundai Santro,2006,-99000,1711107.0,40000,Petrol,Individual,Manual,2
1495,Maruti Omni,2014,49000,1786107.0,120000,Petrol,Individual,Manual,3
1496,Tata Indica,2011,-50000,1784607.0,10000,Diesel,Individual,Manual,2
1497,Tata Indica,2011,-39000,1801107.0,80000,Diesel,Individual,Manual,2
1498,Datsun GO,2018,235999,2213605.5,10000,Petrol,Individual,Manual,1
1499,Mahindra XUV500,2014,601000,2761107.0,156000,Diesel,Individual,Manual,1
1500,Toyota Innova,2010,620999,2791105.5,120000,Diesel,Individual,Manual,2
1501,Maruti Baleno,2007,-36000,1805607.0,100000,Petrol,Individual,Manual,2
1502,Mercedes-Benz E-Class,2001,151000,2086107.0,100000,Diesel,Individual,Manual,2
1503,Tata Indica,2006,-124000,1673607.0,100000,Petrol,Individual,Manual,2
1504,Maruti Alto,2012,-19000,1831107.0,60000,Petrol,Individual,Manual,2
1505,Ford Figo,2017,476000,2573607.0,30000,Diesel,Individual,Manual,1
1506,Maruti Swift,2013,201000,2161107.0,170000,Diesel,Individual,Manual,1
1507,Volkswagen Polo,2013,235999,2213605.5,100000,Diesel,Individual,Manual,2
1508,Tata Indigo,2006,-99000,1711107.0,110000,Petrol,Individual,Manual,2
1509,Maruti Swift,2015,220000,2189607.0,170000,Diesel,Individual,Manual,2
1510,Tata Indica,2009,1000,1861107.0,100000,Petrol,Individual,Manual,1
1511,Renault Scala,2014,201000,2161107.0,35000,Diesel,Individual,Manual,1
1512,Ford EcoSport,2018,591000,2746107.0,40000,Diesel,Individual,Manual,2
1513,Renault Duster,2015,301000,2311107.0,90000,Diesel,Individual,Manual,2
1514,Skoda Rapid,2012,76000,1973607.0,120000,Diesel,Individual,Manual,2
1515,Hyundai i20,2012,251000,2236107.0,120000,Diesel,Individual,Manual,2
1516,Mahindra XUV500,2020,1201000,3661107.0,25000,Diesel,Dealer,Manual,1
1517,Renault Duster,2015,601000,2761107.0,15000,Diesel,Individual,Manual,1
1518,Maruti Wagon,2014,116000,2033607.0,41000,Petrol,Dealer,Manual,1
1519,Maruti Baleno,2019,501000,2611107.0,16000,Petrol,Individual,Manual,1
1520,Mahindra Bolero,2016,386000,2438607.0,51000,Diesel,Dealer,Manual,1
1521,Chevrolet Sail,2014,151000,2086107.0,30000,Petrol,Individual,Manual,1
1522,Honda City,2014,296000,2303607.0,80000,Diesel,Dealer,Manual,1
1523,Hyundai Grand,2017,301000,2311107.0,50000,Petrol,Individual,Manual,1
1524,Hyundai Grand,2013,146000,2078607.0,44000,Petrol,Dealer,Manual,1
1525,Maruti Baleno,2015,301000,2311107.0,10000,Petrol,Individual,Manual,1
1526,Maruti Wagon,2016,161000,2101107.0,33000,Petrol,Dealer,Manual,1
1527,Maruti Alto,2010,11000,1876107.0,25000,Petrol,Individual,Manual,1
1528,Maruti Alto,2014,21000,1891107.0,66000,Petrol,Dealer,Manual,1
1529,Chevrolet Aveo,2009,51000,1936107.0,48000,Petrol,Individual,Manual,1
1530,Toyota Innova,2016,791000,3046107.0,146000,Diesel,Dealer,Manual,1
1531,Mahindra Quanto,2013,21000,1891107.0,100000,Diesel,Individual,Manual,3
1532,Jaguar XF,2012,1601000,4261107.0,50000,Diesel,Individual,Automatic,2
1533,Honda City,2014,331000,2356107.0,50000,Petrol,Individual,Manual,1
1534,Maruti Baleno,2016,376000,2423607.0,50000,Diesel,Individual,Manual,1
1535,Mahindra Xylo,2012,201000,2161107.0,99000,Diesel,Dealer,Manual,1
1536,Honda Mobilio,2016,481000,2581107.0,50000,Diesel,Individual,Manual,1
1537,Hyundai Santa,2014,801000,3061107.0,80000,Diesel,Individual,Automatic,1
1538,Maruti Alto,2016,61000,1951107.0,45000,Petrol,Individual,Manual,2
1539,Tata Manza,2010,-49000,1786107.0,50000,Petrol,Individual,Manual,2
1540,Maruti Alto,2008,19000,1831107.0,70000,Petrol,Individual,Manual,3
1541,Force One,2014,147000,2080107.0,37516,Diesel,Individual,Manual,1
1542,Mahindra Xylo,2015,251000,2236107.0,20000,Diesel,Individual,Manual,1
1543,Hyundai Grand,2019,301000,2311107.0,5000,Petrol,Individual,Manual,1
1544,Hyundai Grand,2019,501000,2611107.0,8000,Diesel,Individual,Manual,1
1545,Maruti Alto,2019,81000,1981107.0,25880,Petrol,Individual,Manual,1
1546,Hyundai Santro,2019,276000,2273607.0,10000,Petrol,Individual,Automatic,1
1547,Maruti Swift,2009,101000,2011107.0,50000,Diesel,Individual,Manual,1
1548,Maruti Alto,2014,1999,1862605.5,40000,Petrol,Individual,Manual,1
1549,Skoda Laura,2009,1000,1861107.0,100000,Diesel,Individual,Manual,3
1550,Chevrolet Aveo,2009,11000,1876107.0,80000,Petrol,Individual,Manual,2
1551,Tata Indigo,2012,-39000,1801107.0,110000,Diesel,Individual,Manual,1
1552,Hyundai Verna,2009,-24000,1823607.0,136000,Diesel,Individual,Manual,2
1553,Tata New,2012,121000,2041107.0,80000,Diesel,Individual,Manual,1
1554,Maruti Alto,2009,-89000,1726107.0,50000,Petrol,Individual,Manual,2
1555,Maruti Wagon,2008,101000,2011107.0,30000,Petrol,Individual,Manual,1
1556,Honda City,2012,501000,2611107.0,10000,Petrol,Individual,Manual,1
1557,Tata Indica,2009,64000,1763607.0,90000,Diesel,Individual,Manual,3
1558,Mahindra Bolero,2015,301000,2311107.0,110000,Diesel,Individual,Manual,1
1559,Mahindra Scorpio,2012,351000,2386107.0,120000,Diesel,Individual,Manual,2
1560,Toyota Innova,2014,851000,3136107.0,90000,Diesel,Individual,Manual,3
1561,Honda City,2016,301000,2311107.0,20000,Petrol,Individual,Manual,1
1562,Maruti Ritz,2011,-19000,1831107.0,90000,Diesel,Individual,Manual,2
1563,Hyundai Santro,2010,-29000,1816107.0,50000,Petrol,Individual,Manual,2
1564,Honda Brio,2019,285999,2288605.5,9000,Petrol,Individual,Manual,1
1565,Maruti A-Star,2011,-49000,1786107.0,70000,Petrol,Individual,Manual,2
1566,Maruti Alto,2018,181000,2131107.0,25000,Petrol,Individual,Manual,1
1567,Hyundai Santro,2019,281000,2281107.0,10000,Petrol,Individual,Manual,1
1568,Tata Indica,2009,64000,1763607.0,90000,Diesel,Individual,Manual,3
1569,Volkswagen Polo,2011,91000,1996107.0,60000,Diesel,Individual,Manual,2
1570,Fiat Linea,2013,151000,2086107.0,70000,Petrol,Individual,Manual,1
1571,Maruti Alto,2014,-89000,1726107.0,25000,Petrol,Individual,Manual,1
1572,Hyundai Santro,2003,129000,1666107.0,80000,Petrol,Individual,Manual,3
1573,Volkswagen Vento,2011,101000,2011107.0,70000,Petrol,Individual,Automatic,3
1574,Maruti Alto,2017,-19000,1831107.0,60000,Petrol,Individual,Manual,1
1575,Renault KWID,2020,101000,2011107.0,20000,Petrol,Individual,Manual,1
1576,Maruti Baleno,2017,310000,2324607.0,60000,Petrol,Individual,Manual,1
1577,Maruti SX4,2016,451000,2536107.0,80000,Diesel,Individual,Manual,1
1578,Maruti Swift,2015,251000,2236107.0,70000,Diesel,Individual,Manual,3
1579,Mahindra Jeep,1999,-29000,1816107.0,2020,Diesel,Individual,Manual,2
1580,Mahindra Scorpio,2007,11000,1876107.0,100000,Diesel,Individual,Manual,2
1581,Hyundai i20,2013,161000,2101107.0,80000,Diesel,Individual,Manual,2
1582,Toyota Innova,2011,296000,2303607.0,120000,Diesel,Individual,Manual,2
1583,Maruti Alto,2006,94000,1718607.0,100000,Petrol,Individual,Manual,3
1584,Hyundai i20,2010,71000,1966107.0,60000,Petrol,Individual,Manual,3
1585,Ford Figo,2010,-69000,1756107.0,110000,Petrol,Individual,Manual,1
1586,Honda City,2014,501000,2611107.0,90000,Diesel,Individual,Manual,2
1587,Chevrolet Cruze,2012,201000,2161107.0,40000,Diesel,Individual,Manual,1
1588,Maruti Swift,2009,51000,1936107.0,60000,Petrol,Individual,Manual,2
1589,Honda Amaze,2013,126000,2048607.0,94000,Diesel,Individual,Manual,2
1590,Maruti Alto,2008,-130000,1664607.0,100000,Petrol,Individual,Manual,1
1591,Mahindra Scorpio,2018,1181000,3631107.0,25000,Diesel,Individual,Manual,1
1592,Maruti Zen,2007,-109000,1696107.0,90000,Petrol,Individual,Manual,1
1593,Mahindra XUV500,2016,801000,3061107.0,40000,Diesel,Individual,Manual,1
1594,Hyundai Accent,2010,54000,1778607.0,90000,CNG,Individual,Manual,2
1595,Maruti Alto,2020,51000,1936107.0,1100,Petrol,Individual,Manual,3
1596,Maruti Swift,2011,57000,1945107.0,70000,Diesel,Individual,Manual,3
1597,Tata Indica,2005,-129000,1666107.0,120000,Diesel,Individual,Manual,1
1598,Maruti Wagon,2000,149000,1636107.0,88500,Petrol,Individual,Manual,3
1599,Renault KWID,2016,41000,1921107.0,70000,Petrol,Individual,Manual,2
1600,Tata Indica,2010,-102000,1706607.0,128000,Petrol,Individual,Manual,1
1601,Tata Indigo,2012,-69000,1756107.0,120000,Diesel,Individual,Manual,1
1602,Maruti Swift,2009,0,1859607.0,52536,Petrol,Individual,Manual,1
1603,Honda Civic,2006,-74000,1748607.0,70000,Petrol,Individual,Automatic,1
1604,Hyundai Xcent,2015,221000,2191107.0,60000,Diesel,Individual,Manual,1
1605,Mahindra NuvoSport,2016,326000,2348607.0,110000,Diesel,Individual,Manual,1
1606,Hyundai Santro,2008,-74000,1748607.0,85000,Petrol,Individual,Manual,1
1607,Hyundai Verna,2010,126000,2048607.0,135000,Diesel,Individual,Manual,1
1608,Volkswagen Vento,2012,131000,2056107.0,86000,Diesel,Individual,Manual,3
1609,Maruti Wagon,2010,-89000,1726107.0,50000,Petrol,Individual,Manual,1
1610,Maruti S-Presso,2019,251000,2236107.0,1950,Petrol,Individual,Manual,1
1611,Maruti Swift,2005,-114000,1688607.0,118400,Petrol,Individual,Manual,1
1612,Honda Civic,2007,30999,1906105.5,70000,Petrol,Individual,Manual,2
1613,Hyundai i10,2012,51000,1936107.0,60000,Petrol,Individual,Manual,2
1614,Ford Ecosport,2015,451000,2536107.0,68000,Diesel,Individual,Manual,1
1615,Maruti Swift,2017,401000,2461107.0,46507,Diesel,Dealer,Manual,1
1616,Toyota Etios,2017,451000,2536107.0,6480,Petrol,Dealer,Manual,1
1617,Maruti Vitara,2017,551000,2686107.0,32077,Diesel,Dealer,Manual,1
1618,Toyota Yaris,2018,651000,2836107.0,19107,Petrol,Dealer,Manual,1
1619,Hyundai EON,2017,116000,2033607.0,18469,Petrol,Dealer,Manual,1
1620,Maruti Swift,2015,216000,2183607.0,28217,Petrol,Dealer,Manual,1
1621,Maruti Ciaz,2016,441000,2521107.0,72787,Diesel,Dealer,Manual,1
1622,Maruti Ciaz,2017,581000,2731107.0,31063,Petrol,Dealer,Manual,1
1623,Toyota Fortuner,2017,2396000,5453607.0,79641,Diesel,Dealer,Automatic,1
1624,Hyundai Creta,2015,651000,2836107.0,58692,Diesel,Dealer,Manual,1
1625,Hyundai Creta,2015,701000,2911107.0,54784,Diesel,Dealer,Manual,1
1626,Toyota Corolla,2016,951000,3286107.0,64156,Petrol,Dealer,Manual,1
1627,Maruti Esteem,2007,-124000,1673607.0,54000,Petrol,Individual,Manual,1
1628,Volkswagen Vento,2012,16000,1883607.0,97000,Diesel,Individual,Manual,1
1629,Maruti SX4,2009,-69000,1756107.0,120000,Petrol,Individual,Automatic,2
1630,Hyundai Santro,2019,201000,2161107.0,16000,Petrol,Individual,Automatic,1
1631,Maruti Swift,2019,351000,2386107.0,60000,Petrol,Individual,Automatic,1
1632,Chevrolet Beat,2016,46000,1928607.0,52000,Petrol,Dealer,Manual,1
1633,Maruti Swift,2010,121000,2041107.0,110000,Diesel,Individual,Manual,3
1634,Mahindra TUV,2016,531000,2656107.0,60000,Diesel,Individual,Automatic,2
1635,Ford Fusion,2005,79000,1741107.0,100000,Petrol,Individual,Manual,3
1636,Honda City,2017,751000,2986107.0,35000,Petrol,Individual,Manual,1
1637,Maruti Wagon,2017,151000,2086107.0,48000,Petrol,Individual,Manual,3
1638,Maruti Esteem,2005,-99000,1711107.0,20000,Petrol,Individual,Manual,2
1639,Maruti Wagon,2017,151000,2086107.0,30000,Petrol,Individual,Manual,1
1640,Maruti Wagon,2005,-119000,1681107.0,40000,Petrol,Individual,Manual,2
1641,Hyundai Verna,2013,171000,2116107.0,60000,Petrol,Individual,Manual,1
1642,Hyundai EON,2012,-39000,1801107.0,70000,Petrol,Individual,Manual,2
1643,Tata Sumo,2009,-69000,1756107.0,120000,Diesel,Individual,Manual,1
1644,Chevrolet Sail,2016,51000,1936107.0,30000,Petrol,Individual,Manual,1
1645,Tata New,2012,71000,1966107.0,80000,Diesel,Individual,Manual,2
1646,BMW X1,2019,2401000,5461107.0,9500,Diesel,Individual,Automatic,1
1647,Hyundai EON,2013,-39000,1801107.0,80000,Petrol,Individual,Manual,1
1648,Hyundai EON,2016,30999,1906105.5,80000,Petrol,Individual,Manual,1
1649,Mahindra Bolero,2017,551000,2686107.0,29000,Diesel,Individual,Manual,1
1650,Chevrolet Optra,2011,-4000,1853607.0,120000,Diesel,Individual,Manual,1
1651,Toyota Etios,2015,121000,2041107.0,60000,Petrol,Individual,Manual,1
1652,Mahindra Scorpio,2018,901000,3211107.0,20000,Diesel,Individual,Manual,1
1653,Datsun RediGO,2016,71000,1966107.0,22000,Petrol,Individual,Manual,1
1654,Skoda Fabia,2012,101000,2011107.0,50000,Petrol,Individual,Manual,1
1655,Chevrolet Beat,2012,1000,1861107.0,50000,Diesel,Individual,Manual,1
1656,Maruti Zen,2007,-79000,1741107.0,81366,Petrol,Individual,Manual,1
1657,Maruti Esteem,2006,-104000,1703607.0,110000,Petrol,Individual,Manual,1
1658,Volkswagen Polo,2013,201000,2161107.0,100000,Petrol,Individual,Manual,1
1659,Toyota Innova,2006,30999,1906105.5,300000,Diesel,Individual,Manual,1
1660,Mahindra KUV,2016,231000,2206107.0,20000,Diesel,Individual,Manual,1
1661,Renault Fluence,2012,101000,2011107.0,90000,Diesel,Individual,Manual,1
1662,Fiat Linea,2013,151000,2086107.0,70000,Petrol,Individual,Manual,1
1663,Renault Duster,2013,251000,2236107.0,120000,Diesel,Individual,Manual,1
